CONTRACT_NUMBER,FISCAL_YEAR,AUDITOR_TYPE_CD,AUDITOR_TYPE_DES,INSTITUTION_CODE,INSTITUTION_CODE_DESCRIPTION,ELEGIBILITY_CODE,ELEGIBILITY_DESCRIPTION,AUDIT_TYPE,PRODUCT_STATUS_CODE,PRODUCT_STATUS_CODE_DES,OPINION_CODE,OPINION_CODE_DESCRIPTION,AUDIT_HOURS,AUDIT_COST,AUDIT_COST_CURRENCY,OBSERVATION_DESCRIPTION,DUE_DATE,DOCUMENT1,DOCUMENT2,DOCUMENT3,DOCUMENT4,DOCUMENT5,DOCUMENT6,DOCUMENT7,DOCUMENT8,DOCUMENT9,DOCUMENT10
2542/BL-PR,2013,IAF,EXTERNAL AUDITORS,PR-AUDICON,AUDICON- AUDITORES Y CONTADORES PUBLICOS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"","DEBIDO A UN DESCUENTO REALIZADO POR EL BID, DEL CUAL QUEDA PENDIENTE POR JUSTIFICAR USD. 200,735.22, HASTA TANTO LA ENTIDAD NO CONCLUYA CON LOS PROCESOS DE VERIFICACIÓN. SE REALIZARÁ UNA VISITA AL EJECUTOR.",2014-04-30 00:00:00,,,,,,,,,,
2542/BL-PR,2014,IAF,EXTERNAL AUDITORS,PR-AUDICON,AUDICON- AUDITORES Y CONTADORES PUBLICOS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,718,11914.00,"","ENTRADA CSC/CPR-771/2015. SALIDA CPR/C/2015/902
ESTADOS FINANCIERO AUDITADOS 2014 PUBLICADOS IBDDOC #39709661",2015-04-30 00:00:00,,,,,,,,,,
2542/BL-PR,2015,IAF,EXTERNAL AUDITORS,PR-AUDICON,AUDICON- AUDITORES Y CONTADORES PUBLICOS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,749,10737.00,"","ENTRADA #901/2016  INFORME #40264199
SALIDA CPR/C/2016/870
GUÍA DE REVISIÓN IDBDOCS #40377615
INFORME DE AUDITORIA IDBDOCS #40264199
INFORME PUBLICADO IDBDOCS #40299736",2016-04-30 00:00:00,,,,,,,,,,
2542/BL-PR,2016,IAF,EXTERNAL AUDITORS,PR-AUDICON,AUDICON- AUDITORES Y CONTADORES PUBLICOS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,749,10737.00,"",SALIDA    #642/2017   EZSHARE-707600429-15,2017-04-30 00:00:00,EZSHARE-707600429-15,,,,,,,,,
2614/BL-BO-1,2012,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","DEBIDO A QUE EL EJECUTOR NO EFECTÚO GASTOS CON CARGO AL FINANCIAMIENTO, SE LE OTORGÓ DISPENSA PARA LA PRESENTACIÓN DE LOS EFA -2012, EN CAN/CBO/CA-619/2012 DE FECHA 12 DE MARZO DE 2013",2013-04-30 00:00:00,,,,,,,,,,
2370/OC-BR,2013,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",19DEZ13,2014-04-30 00:00:00,,,,,,,,,,
2370/OC-BR,2014,IAF,EXTERNAL AUDITORS,BR-CRW,CROWE HORWATH BRASIL,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATÓRIO # 39751876 / CARTA # 39756914 / GUIA # 39757851.,2015-06-30 00:00:00,,,,,,,,,,
2370/OC-BR,2015,IAF,EXTERNAL AUDITORS,BR-CRW,CROWE HORWATH BRASIL,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO #40378984;#40368034;CBR:#40397684;GUIA:#40396452,2016-06-30 00:00:00,,,,,,,,,,
2370/OC-BR,2016,IAF,EXTERNAL AUDITORS,BR-CRW,CROWE HORWATH BRASIL,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#1524226504-35 CBR:# GUIA:#,2017-06-30 00:00:00,,,,,,,,,,
2370/OC-BR,2017,IAF,EXTERNAL AUDITORS,BR-CRW,CROWE HORWATH BRASIL,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#1524226504-93 CBR:# GUIA:#1524226504-101,2018-06-30 00:00:00,,,,,,,,,,
2370/OC-BR,2018,IAF,EXTERNAL AUDITORS,BR-CRW,CROWE HORWATH BRASIL,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:# EZSHARE-993550631-131; ANALISE: ; CBR:,2019-03-25 00:00:00,EZSHARE-993550631-131,,,,,,,,,
2614/BL-BO-1,2013,IAF,EXTERNAL AUDITORS,BO-MORENO-MUNOZ,PRICEWATERHOUSECOOPERS DE BOLIVIA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NO SE IDENTIFICARON PROBLEMAS SIGNIFICATIVOS EN LA EJECUCIÓN FINANCIERA DE LOS EFAS PRESENTADOS.,2014-04-30 00:00:00,,,,,,,,,,
2120/OC-CO,2016,IAF,EXTERNAL AUDITORS,CO-DELOITTE,DELOITTE & TOUCHE LTDA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE DESTACAR
OPINIÓN EFAS: EZSHARE-956835591-50
EFAS: EZSHARE-956835591-47
NOTAS EFAS: EZSHARE-956835591-48
ADQUISICONES: EZSHARE-956835591-46
CONTROL INTERNO: EZSHARE-956835591-86",2017-04-30 00:00:00,EZSHARE-956835591-50,EZSHARE-956835591-47,EZSHARE-956835591-48,EZSHARE-956835591-46,EZSHARE-956835591-86,,,,,
ATN/NV-13169-NI,2012,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2013-04-30 00:00:00,,,,,,,,,,
ATN/NV-13169-NI,2013,IAF,EXTERNAL AUDITORS,NI-GUADAMUZ,"GUADAMUZ RUEDA, MARTINEZ & CIA. LTDA.",ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","EFAS 38836717

GUIA   38834531",2014-04-30 00:00:00,,,,,,,,,,
ATN/NV-13169-NI,2014,IAF,EXTERNAL AUDITORS,NI-GUADAMUZ,"GUADAMUZ RUEDA, MARTINEZ & CIA. LTDA.",ELG,Eligibility II,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"","IDBDOCS   EFAS 39378892, GUÍA REVISIÓN 39581399",2015-04-30 00:00:00,,,,,,,,,,
ATN/NV-13169-NI,2015,IAF,EXTERNAL AUDITORS,NI-GUADAMUZ,"GUADAMUZ RUEDA, MARTINEZ & CIA. LTDA.",ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",ENTRADA CID/CNI/771/2016; EFAS 2015 IDBDOCS 40231161 Y 40231168;GUIA REVISION DE EFAS IDBDOCS 40334614,2018-08-05 00:00:00,,,,,,,,,,
ATN/NV-13169-NI,2016,IAF,EXTERNAL AUDITORS,NI-GUADAMUZ,"GUADAMUZ RUEDA, MARTINEZ & CIA. LTDA.",ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",ENTRADA CID/CNI/923/2017; EFA EZSHARE 1065327293-44; GUIA REVISION EFA 1065327293-50,2017-04-30 00:00:00,,,,,,,,,,
2614/BL-BO-1,2014,IAF,EXTERNAL AUDITORS,BO-KPMG,"RUIZMIER, RIVERA, PELAEZ, AUZA S.R.L.",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",EL INFORME NO REVELA OBSERVACIONES QUE AFECTEN LA EJECUCIÓN DEL PROYECTO,2015-04-30 00:00:00,,,,,,,,,,
2654/BL-BO,2011,NULL,,NULL,,NULL,,EXECUTOR,SC,SCHEDULED,NULL,"",0,0.00,"","",2012-04-30 00:00:00,,,,,,,,,,
ATN/FI-14511-DR,2017,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2018-01-06 00:00:00,,,,,,,,,,
2846/OC-BR,2016,IAF,EXTERNAL AUDITORS,BR-TCEAM,TRIBUNAL DE CONTAS DO ESTADO DO AMAZONAS,ELG+,Eligibility I,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",PROJETO COM BAIXA EXECUÇÃO. AUDITORIA DE 2016 SERÁ REALIZADA JUNTAMENTE COM EXERCÍCIO 2017.DOCUMENTAÇÃO(#40821400;#40840977; #40846159),2017-04-30 00:00:00,,,,,,,,,,
1753/OC-EC,2014,IAF,EXTERNAL AUDITORS,EC-DELOITTE,DELOITTE & TOUCHE,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","IN PUT CAN/CEC-1132/2015. SALIDA 1118/2015.
EFAS Y EX POST IDBDOCS 39704787. 
EFA NO REQUIERE PUBLICACION.
PLAN DE ACCION IN PUT 1645/2015, OUTPUT 1429/2015",2015-04-30 00:00:00,,,,,,,,,,
2482/OC-BR,2014,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",CSC/CBR-3608/2014 / INPUT 5008/2014,2015-04-30 00:00:00,,,,,,,,,,
SP/ES-15-09-CH,2016,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","SE HA DISPENSADO EN CARTA 245/2017, LA ENTREGA DE EFAS DEBIDO A QUE LA PRIMERA ENTREGA DE RECURSOS AL EJECUTOR SE REALIZÓ RECIEN EL 26 DE OCTUBRE DEL AÑO 2016. DEBERÁN SER PRESENTADOS DEFINITVANEBTE EN JULIO DEL 2017",2017-04-30 00:00:00,,,,,,,,,,
2482/OC-BR,2015,IAF,EXTERNAL AUDITORS,BR-TCMRJ,TRIBUNAL DE CONTAS DO MU. RIO DE JANEIRO,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#40259134;CBR:#40366568;GUIA:#40334048,2016-04-30 00:00:00,,,,,,,,,,
2482/OC-BR,2016,IAF,EXTERNAL AUDITORS,BR-TCMRJ,TRIBUNAL DE CONTAS DO MU. RIO DE JANEIRO,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#948903821-133;948903821-136 CBR:# GUIA:#948903821-166,2017-04-30 00:00:00,,,,,,,,,,
SP/ES-15-09-CH,2017,IAF,EXTERNAL AUDITORS,CH-CGA,BDO - CGA AUDITORES CONSULTORES DE EMPRESAS,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",OPINIÓN LIMPIA,2018-04-30 00:00:00,,,,,,,,,,
2482/OC-BR,2017,IAF,EXTERNAL AUDITORS,BR-TCMRJ,TRIBUNAL DE CONTAS DO MU. RIO DE JANEIRO,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#948903821-425  CBR:# GUIA:#948903821-441,2018-04-30 00:00:00,,,,,,,,,,
2468/BL-NI,2014,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",EFAS DOCS #39062247;  GUIA REVISION 39163567,2014-09-18 00:00:00,,,,,,,,,,
SP/ES-15-09-CH,2018,NULL,,NULL,,NULL,,PROJECT,SC,SCHEDULED,NULL,"",0,0.00,"","",2019-04-30 00:00:00,,,,,,,,,,
2739/OC-BA,2014,IAF,EXTERNAL AUDITORS,BA-AG,BARBADOS AUDIT OFFICE,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",LETTER TO THE PEU - REFERENCE CCB/CBA/1197/2014. FOLLOW-UP TO BE MADE RE. INTERNAL CONTROL WEAKNESSES RAISED BY THE AUDITORS.  THE INTERNAL CONTROL ISSUES RAISED ARE NOT DEEMED TO HAVE A SIGNIFICANT IMPACT ON THE PROJECT.,2014-07-31 00:00:00,,,,,,,,,,
2739/OC-BA,2015,IAF,EXTERNAL AUDITORS,BA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,769,0.00,"","SEE LETTER TO THE PEU, IDBDOCS REFERENCE 39778808

AFS PUBLIC VERSION- IDBDOCS 39884406",2015-07-31 00:00:00,,,,,,,,,,
2739/OC-BA,2016,IAF,EXTERNAL AUDITORS,BA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,468,19000.00,"",AFS ACCORDING TOR. NO SIGNIFICANT ISSUES NOTED.,2016-07-31 00:00:00,,,,,,,,,,
2739/OC-BA,2017,IAF,EXTERNAL AUDITORS,BA-KPMG,KPMG PEAT MARWICK,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,468,19000.00,"",NO MATERIAL ISSUES IDENTIFIED BY AUDITOR.,2017-07-31 00:00:00,,,,,,,,,,
2613/OC-AR,2013,IAF,EXTERNAL AUDITORS,AR-AGN,AUDITORIA GENERAL DE LA NACION,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,6904.00,"",SE REMITE NOTA AL EJECUTOR DANDO POR CUMPLIDA LA CLÁUSULA CONTRACTUAL DE PRESENTACIÓN DE EFAS 2013,2014-04-30 00:00:00,,,,,,,,,,
2098/OC-CR,2017,IAF,EXTERNAL AUDITORS,CR-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","INGRESO DE EFA: EZSHARE-259802084-278 
CUMPLIMIENTO DE CLÁUSULA: EZSHARE-259802084-281 
PUBLICACIÓN DE EFA: EZSHARE-1161082174-100",2018-04-30 00:00:00,EZSHARE-259802084-278,EZSHARE-259802084-281,EZSHARE-1161082174-100,,,,,,,
2613/OC-AR,2014,IAF,EXTERNAL AUDITORS,AR-AGN,AUDITORIA GENERAL DE LA NACION,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",IDBDOCS 39608000   RECIBIDOS EN TIEMPO Y FORMA,2015-04-30 00:00:00,,,,,,,,,,
ATN/OC-14154-BR,2017,IAF,EXTERNAL AUDITORS,BR-HLB,AUDILINK E CIA AUDITORES,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO DE AUDITORIA SISCOR: 662/2018: GUIA EM ANEXO AO SISCOR EZSHARE: 369947633-93,2018-02-26 00:00:00,,,,,,,,,,
2613/OC-AR,2016,IAF,EXTERNAL AUDITORS,AR-AGN,AUDITORIA GENERAL DE LA NACION,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",SIN OBSERVACIONES,2017-04-30 00:00:00,,,,,,,,,,
1659/OC-CO,2013,IAF,EXTERNAL AUDITORS,CO-PWC,PRICEWATERHOUSECOOPERS LTDA.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"","DUE DATE MODIFICADO: FECHA ULTIMO DESEMBOLSO JUN/9/13. SALVEDAD ORIGINADA POR EL EFECTO QUE PUEDA TENER SOBRE LAS CIFRAS DEL 2012, LA SUSTITUCIÓN DEL CONTRATO CON LA SOCIEDAD HAFIRA VE HATZIVA, EL CUAL FUE REEMPLAZADO POR OTRO DE IGUAL VLR.",2013-09-09 00:00:00,,,,,,,,,,
2651/OC-EC,2012,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","DISPENSA OTORGADA POR JEFE DE EQUIPO DEBIDO A:1) CAMBIO EJECUTOR, CONTRATO MODIFICATORIO EN PROCESO, 2)LOS GASTOS DE LOS $10MM DESEMBOLSADOS FUERON REVISADOS POR FIRMA AUDITORA AENA. EFAS 2013 INCLUIRAN AUDITORIA 2012.",2013-04-30 00:00:00,,,,,,,,,,
2651/OC-EC,2013,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",SE TRAMITA DIPENSA EFAS 2013 CONFORME CEC 329/2014,2014-04-30 00:00:00,,,,,,,,,,
2095/OC-UR,2015,IAF,EXTERNAL AUDITORS,UR-TC,TRIBUNAL DE CUENTAS - SAI,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","IFA IDBDDOCS N 40260909
NOTA SALIDA SISCOR 595/2016
IFA CONSORCIO CANARIO 40270819
NOTA SALIDA SISCOR 656/2016",2016-04-30 00:00:00,,,,,,,,,,
2738/BL-NI,2012,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",DOCS # 37398615,2013-04-30 00:00:00,,,,,,,,,,
2738/BL-NI,2013,IAF,EXTERNAL AUDITORS,NI-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",DOCS# 38768269; 38825268; 38825416,2014-04-30 00:00:00,,,,,,,,,,
2738/BL-NI,2014,IAF,EXTERNAL AUDITORS,NI-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",IDBDOCS EFAS 39909790. GUÍA REVISIÓN 39672606,2015-04-30 00:00:00,,,,,,,,,,
2738/BL-NI,2015,IAF,EXTERNAL AUDITORS,NI-PWC,PRICEWATERHOUSECOOPERS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","IDBDOCS 40398643 PUBLICADO,   40262798, GUIA REVISION 40276410",2016-04-30 00:00:00,,,,,,,,,,
1960/OC-BR,2011,IAF,EXTERNAL AUDITORS,BR-BENNET E LIMA,BENNET E LIMA AUDITORIA CONSULTORIA E CONTABILIDADE,ELG,Eligibility III,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,596,23390.00,"","DAR POR CUMRPIDO O ARTIGO 7.03(A)(III) PELA APRESENTAÇÃO DO RELATÓRIO, COM RECOMENDAÇÕES",2012-04-30 00:00:00,,,,,,,,,,
2018/OC-GU,2011,IAF,EXTERNAL AUDITORS,GU-PWC,"PRICEWATERHOUSECOOPERS, S.A.",NE,Not Eligible,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","DEFICIENCIAS SIGNIFICATIVAS REFERENTES A INCUMPLIMIENTO DE CC, INCLUMPLIMIENTO TECNICO Y DE ADQUISICIONES QUE REQUIEREN PLAN DE ACCION A PRESENTARSE EN 45 DIAS",2012-04-30 00:00:00,,,,,,,,,,
1933/BL-NI-4,2016,IAF,EXTERNAL AUDITORS,NI-GTI,"GRANT THORTON HERNANDEZ & ASOCIADOS, S.A",ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",ENTRADA CID/CNI-962-2017; EFAS EZSHARE 768549351-37 Y 38; GUIA REVISION EFAS EZSHARE-768549351-64,2017-04-30 00:00:00,EZSHARE-768549351-64,,,,,,,,,
2667/OC-PR,2014,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","SE OTORGA LA DISPENSA, VER NOTA AL EJECUTOR CSC/CPR/465/2015 DE ACUERDO A LA SIGUIENTE JUSTIFICACIÓN: 1.PRIMER ANTICIPO EN EL MES DE NOVIEMBRE EQUIVALENTE 1.91% DEL PRÉSTAMO,SIENDO LA EJCUCIÓN DE ÉSTA AL 31.12.2014 DEL 7% SEGUN EXTRACTO.",2016-04-30 00:00:00,,,,,,,,,,
3455/OC-AR,2016,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",SE DISPENSA LA PRESENTACIÓN DE EFAS POR HABER HABIDO UN DESEMBOLSO A FINES DEL AÑO 2016 Y SIN EJECUCIÓN. NOTA CAR 700/2017,2017-04-30 00:00:00,,,,,,,,,,
2667/OC-PR,2015,IAF,EXTERNAL AUDITORS,PR-BDO,BDO AUDITORES CONSULTORES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,123,6382.00,"","NOTA #40233762 INFORME #40263764 NOTA#40364497 GUÍA DE REVISION #40364528
INFORME PUBLICADO IDBDOCS 40372686",2016-04-30 00:00:00,,,,,,,,,,
1869/OC-VE,2018,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"","",2019-04-30 00:00:00,,,,,,,,,,
2667/OC-PR,2016,IAF,EXTERNAL AUDITORS,PR-BDO,BDO AUDITORES CONSULTORES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,123,12831.00,"",VER ANÁLISIS EN # EZSHARE-690805238-187,2017-04-30 00:00:00,EZSHARE-690805238-187,,,,,,,,,
1194/OP-DR,2016,IAF,EXTERNAL AUDITORS,DR-EY,ERNST & YOUNG S.A.,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","LOS EFAS REFLEJAN RAZONABLEMENTE TODOS LOS ASPECTOS FINANCIEROS Y CONTABLES, Y NO SE DETECTARON DEFICIENCIAS SIGNIFICATIVAS EN EL CONTROL INTERNO DEL PROGRAMA.",2017-04-30 00:00:00,,,,,,,,,,
2667/OC-PR,2017,IAF,EXTERNAL AUDITORS,PR-BDO,BDO AUDITORES CONSULTORES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,267,13169.00,"",VER SALIDA CPR/C/2018/831,2018-04-30 00:00:00,,,,,,,,,,
2520/OC-BR,2016,IAF,EXTERNAL AUDITORS,BR-TBPR,TRIBUNAL DE CONTAS PARANA,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#1525132641-95 CBR:# GUIA:#1525132641-103,2017-06-30 00:00:00,,,,,,,,,,
2438/OC-BR,2016,IAF,EXTERNAL AUDITORS,BR-TCTOCAN,TRIBUNAL DO CONTAS DO TOCANTINS,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",RELATORIO:#EZSHARE- 577031401-20 CBR:# GUIA:#EZSHARE-577031401-43,2017-04-30 00:00:00,EZSHARE-,EZSHARE-577031401-43,,,,,,,,
GRT/WS-13329-PN,2014,NULL,,NULL,,NULL,,PROJECT,WA,WAIVED,NULL,"",0,0.00,"",NO HA INICIADO EJECUCIÓN.,2015-04-30 00:00:00,,,,,,,,,,
GRT/WS-13329-PN,2015,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,253,19413.00,"",#40263334,2016-04-30 00:00:00,,,,,,,,,,
GRT/WS-13329-PN,2016,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,253,19413.00,"",SOLO OBSERVACIONES MENORES,2017-04-30 00:00:00,,,,,,,,,,
GRT/WS-13329-PN,2017,IAF,EXTERNAL AUDITORS,PN-KPMG,KPMG,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,253,19413.00,"",SOLO OBSERVACIONES MENORES,2018-04-30 00:00:00,,,,,,,,,,
ATN/ME-13468-RG,2013,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",A FINALES DE SEPT./13 SE DECLARO EL PROCESO DESIERTO. INICIO NUEVAMENTE. FEB/10/14 SE DIO N.O. BASES LICITACION CONTRATACION AUDITOR. EL AUDITOR SE CONTRATO TARDE. SE RECIBIO UN PRIMER INFORME (NO CUMPLIO) Y SE EMITE UNO NUEVO CUMPLE.,2014-03-31 00:00:00,,,,,,,,,,
ATN/ME-13468-RG,2014,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",AUDITORIA CON CORTE A DICIEMBRE 31/14. NADA QUE REPORTAR.,2015-03-31 00:00:00,,,,,,,,,,
ATN/ME-13468-RG,2015,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE RESCATAR.
INFORMES # 40282534 - 40282536 - 40218001 - (1932600263-8)",2016-03-31 00:00:00,,,,,,,,,,
ATN/ME-13468-RG,2016,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE DESTACAR
EFAS:  EZSHARE-1932600263-18
ADQUISICONES: EZSHARE-1932600263-17
CONTROL INTERNO: EZSHARE-1932600263-19",2017-03-31 00:00:00,EZSHARE-1932600263-18,EZSHARE-1932600263-17,EZSHARE-1932600263-19,,,,,,,
ATN/ME-13468-RG,2017,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"","NADA QUE DESTACAR
ENTRADA EZSHARE-1932600263-96,86
SALIDA EZSHARE-1932600263-101,99
EFAS EZSHARE-1411778737-845,89
CI EZSHARE-1411778737-843,88
ADQUISICIONES EZSHARE-1411778737-844,87",2018-03-30 00:00:00,EZSHARE-1932600263-96,EZSHARE-1932600263-101,EZSHARE-1411778737-845,EZSHARE-1411778737-843,EZSHARE-1411778737-844,,,,,
ATN/ME-13468-RG,2018,IAF,EXTERNAL AUDITORS,CO-PKF,AMEZQUITA & CIA. S.A.,ELG,Eligibility II,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",NADA QUE DESTACAR,2018-12-15 00:00:00,,,,,,,,,,
ATN/CJ-12695-HA,2014,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,REC,RECEIVED,NULL,"",0,0.00,"","",2015-04-30 00:00:00,,,,,,,,,,
ATN/CJ-12695-HA,2015,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,QOP,Salvedades - Qualified,0,0.00,"",AUDIT REPORT RECEIVED CDH/CHA 1201/2016 IDBDOC # 40263293. BANK LETTER # 40779728 FOLLOWING REVIEW OF AUDIT REPORT.,2016-04-29 00:00:00,,,,,,,,,,
2464/GR-HA-2,2014,IAF,EXTERNAL AUDITORS,HA-EXPERTS,EXPERTS CONSEILS ET ASSOCIES,ELG+,Eligibility I,PROJECT,ANY,ANALYZED,CLE,Limpia - Unqualified,0,0.00,"",OPERATION IS FULLY DISBURSED; SUSPENSION LETTER WAS NOT SENT. EMAIL FOLLOWING UP ON THE SUBMISSION OF EFAS IDBODC # 39865222 AND 39865251. BANK LETTER 73/2016 SENT REQUESTING CLARIFICATION / ORRECTIONS TO THE REPORT.,2015-04-30 00:00:00,,,,,,,,,,
